track,1,e+,1,0,0.000000,0.000000,-8000.000000,0 ps ,0 eV ,None,-15.616965,0.000000,1005.205449
track,1,e+,1,1,-0.009550,0.000000,-7999.385299,2.05067 ps ,50.0113 eV ,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,2,-2.105112,0.069602,-7865.437508,448.907 ps ,25.7483 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,3,-2.530988,0.109311,-7838.418507,539.044 ps ,3.11678 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,4,-3.997490,0.236465,-7746.003611,847.346 ps ,21.3094 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,5,-8.907301,0.679027,-7437.625994,1.87611 ns ,65.2306 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,6,-10.327254,0.817778,-7347.839012,2.17565 ns ,16.9258 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,7,-10.381818,0.822309,-7344.450347,2.18695 ns ,151.81 eV ,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,8,-13.108610,1.034985,-7173.740089,2.75646 ns ,38.3973 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,9,-14.546699,1.162926,-7082.384776,3.06122 ns ,20.8137 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,10,-15.279085,1.228241,-7035.525204,3.21755 ns ,6.64078 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,11,-17.218313,1.430999,-6912.456160,3.62811 ns ,32.8046 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,12,-17.802296,1.494300,-6875.229054,3.75231 ns ,8.68323 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,13,-21.468507,1.885690,-6640.125995,4.53662 ns ,44.8395 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,14,-21.992806,1.943807,-6606.409391,4.6491 ns ,6.47337 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,15,-23.563536,2.111421,-6505.000000,4.98741 ns ,21.1252 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,16,-23.721896,2.129090,-6495.000000,5.02077 ns ,1.56656 MeV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,17,-24.746032,2.192762,-6420.924002,5.26788 ns ,18.946 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,18,-28.328069,2.395200,-6160.399950,6.13698 ns ,49.7072 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,19,-29.728492,2.451364,-6058.893431,6.4756 ns ,17.7432 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,20,-29.864474,2.455680,-6048.921711,6.50887 ns ,1.62209 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,21,-29.996556,2.460729,-6039.286640,6.54101 ns ,1.33329 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,22,-30.331794,2.471636,-6014.833135,6.62259 ns ,3.16455 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,23,-30.397575,2.473254,-6010.000000,6.63871 ns ,806.105 eV ,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,24,-30.532356,2.476276,-6000.100000,6.67173 ns ,1.88804 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,25,-30.535097,2.476327,-5999.900000,6.6724 ns ,0 eV ,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,26,-30.568418,2.477001,-5997.466784,6.68052 ns ,366.232 eV ,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,27,-30.670295,2.479283,-5990.000000,6.70543 ns ,2.16954 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,28,-35.036895,2.492493,-5668.925598,7.77652 ns ,64.395 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,29,-35.981118,2.500714,-5598.145104,8.01264 ns ,17.479 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,30,-37.165091,2.514708,-5510.000000,8.30668 ns ,12.3017 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,31,-37.296323,2.515061,-5500.100000,8.33971 ns ,2.74336 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,32,-37.298987,2.515073,-5499.900000,8.34038 ns ,26.7026 eV ,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,33,-37.430712,2.515718,-5490.000000,8.3734 ns ,2.74603 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,34,-39.164502,2.519456,-5359.284976,8.80946 ns ,21.7713 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,35,-40.318315,2.511903,-5273.322489,9.09622 ns ,15.1887 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,36,-43.594809,2.672969,-5027.279747,9.91701 ns ,44.593 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,37,-43.802375,2.688284,-5011.590612,9.96935 ns ,6.14234 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,38,-43.823312,2.689822,-5010.000000,9.97465 ns ,254.694 eV ,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,39,-43.953619,2.699389,-5000.100000,10.0077 ns ,4.29067 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,40,-43.956206,2.699595,-4999.900000,10.0083 ns ,0 eV ,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,41,-44.008795,2.703742,-4995.843523,10.0219 ns ,1.27256 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,42,-44.084632,2.711553,-4990.000000,10.0414 ns ,1.29952 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,43,-44.366250,2.741841,-4968.330780,10.1137 ns ,6.90764 keV,eBrem,-15.616965,0.000000,1005.205449
track,1,e+,1,44,-45.328510,2.884968,-4894.368828,10.3604 ns ,16.1373 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,45,-46.075603,2.996989,-4836.465140,10.5536 ns ,12.3415 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,46,-46.583280,3.076089,-4797.327614,10.6841 ns ,5.67617 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,47,-47.030930,3.148032,-4763.049949,10.7985 ns ,8.32307 keV,eBrem,-15.616965,0.000000,1005.205449
track,1,e+,1,48,-49.549751,3.479748,-4571.526435,11.4374 ns ,36.0533 keV,eIoni,-15.616965,0.000000,1005.205449
track,1,e+,1,49,-50.349069,3.576545,-4510.000000,11.6426 ns ,16.6206 keV,Transportation,-15.616965,0.000000,1005.205449
track,1,e+,1,50,-50.476415,3.590085,-4500.100000,11.6756 ns ,2.75064 keV,Transportation,-15.616965,0.000000,1005.205449
