track,1,e+,1,0,0.000000,0.000000,-8000.000000
track,1,e+,1,1,0.000000,0.000000,-8000.000000
track,1,e+,1,2,0.726615,0.004899,-7909.320172
track,1,e+,1,3,1.037144,0.006763,-7870.605422
track,1,e+,1,4,1.625558,0.011704,-7797.883610
track,1,e+,1,5,1.761495,0.009308,-7781.511872
track,1,e+,1,6,3.627811,0.032507,-7557.951652
track,1,e+,1,7,3.881451,0.045240,-7527.925915
track,1,e+,1,8,4.957171,0.080094,-7402.126898
track,1,e+,1,9,6.275637,0.080496,-7241.765822
track,1,e+,1,10,6.724602,0.077478,-7186.806541
track,1,e+,1,11,7.553830,0.052097,-7082.114548
track,1,e+,1,12,8.295635,0.025543,-6988.917572
track,1,e+,1,13,8.991855,-0.010194,-6903.010209
track,1,e+,1,14,9.337360,-0.030450,-6859.799912
track,1,e+,1,15,9.589000,-0.046023,-6828.598952
track,1,e+,1,16,10.384944,-0.071870,-6730.249765
track,1,e+,1,17,10.428588,-0.072675,-6724.878861
track,1,e+,1,18,12.193982,-0.097204,-6505.000000
track,1,e+,1,19,12.236099,-0.091159,-6498.954064
track,1,e+,1,20,12.263037,-0.095969,-6495.000000
track,1,e+,1,21,12.269278,-0.097133,-6493.802610
track,1,e+,1,22,14.791372,-0.584082,-6010.000000
track,1,e+,1,23,14.840239,-0.593696,-6000.100000
track,1,e+,1,24,14.841220,-0.593856,-5999.900000
track,1,e+,1,25,14.863774,-0.597580,-5995.297965
track,1,e+,1,26,14.889717,-0.601638,-5990.000000
track,1,e+,1,27,15.900741,-0.756662,-5786.247876
track,1,e+,1,28,16.228861,-0.803984,-5720.114551
track,1,e+,1,29,16.861887,-0.893550,-5595.881911
track,1,e+,1,30,17.288280,-0.953481,-5510.000000
track,1,e+,1,31,17.338486,-0.961993,-5500.100000
track,1,e+,1,32,17.339503,-0.962150,-5499.900000
track,1,e+,1,33,17.354529,-0.964411,-5496.954937
track,1,e+,1,34,17.390305,-0.969477,-5490.000000
track,1,e+,1,35,17.455603,-0.979605,-5477.323592
track,1,e+,1,36,17.507239,-0.988032,-5467.444127
track,1,e+,1,37,17.971154,-1.052717,-5379.124278
track,1,e+,1,38,18.039321,-1.061108,-5365.927629
track,1,e+,1,39,18.924002,-1.153398,-5192.397136
track,1,e+,1,40,19.109073,-1.173834,-5156.602227
track,1,e+,1,41,19.304484,-1.196817,-5118.778901
track,1,e+,1,42,19.388205,-1.207022,-5102.693536
track,1,e+,1,43,19.503784,-1.222198,-5080.623559
track,1,e+,1,44,19.877792,-1.275236,-5010.000000
track,1,e+,1,45,19.930916,-1.284164,-5000.100000
track,1,e+,1,46,19.931998,-1.284341,-4999.900000
track,1,e+,1,47,19.985574,-1.293104,-4990.000000
track,1,e+,1,48,20.344804,-1.350506,-4921.976833
track,1,e+,1,49,20.817110,-1.415109,-4827.558133
track,1,e+,1,50,20.857800,-1.420016,-4818.843317
track,1,e+,1,51,21.364505,-1.482924,-4712.072895
track,1,e+,1,52,22.340966,-1.600575,-4510.000000
track,1,e+,1,53,22.389533,-1.607489,-4500.100000
track,1,e+,1,54,22.390511,-1.607638,-4499.900000
track,1,e+,1,55,22.438949,-1.615011,-4490.000000
track,1,e+,1,56,22.447229,-1.616382,-4488.349846
track,1,e+,1,57,23.876276,-1.820211,-4204.396041
track,1,e+,1,58,24.049258,-1.840582,-4170.888567
track,1,e+,1,59,24.168767,-1.855909,-4147.552673
track,1,e+,1,60,24.370156,-1.884564,-4107.991648
track,1,e+,1,61,24.642100,-1.921320,-4054.386617
track,1,e+,1,62,24.664290,-1.923798,-4050.046640
track,1,e+,1,63,24.864656,-1.950610,-4010.000000
track,1,e+,1,64,24.914255,-1.956016,-4000.100000
track,1,e+,1,65,24.915263,-1.956129,-3999.900000
track,1,e+,1,66,24.965179,-1.961702,-3990.000000
track,1,e+,1,67,25.598189,-2.037697,-3867.822766
track,1,e+,1,68,26.026615,-2.109455,-3788.046538
track,1,e+,1,69,26.265320,-2.144604,-3743.723902
track,1,e+,1,70,26.678472,-2.200657,-3665.796523
track,1,e+,1,71,26.743625,-2.210905,-3653.642780
track,1,e+,1,72,27.021254,-2.256036,-3601.437917
track,1,e+,1,73,27.137611,-2.276865,-3579.734964
track,1,e+,1,74,27.189175,-2.285420,-3570.055784
track,1,e+,1,75,28.785840,-2.578407,-3239.981086
track,1,e+,1,76,28.926998,-2.602450,-3208.114044
track,1,e+,1,77,29.237981,-2.652170,-3138.522398
track,1,e+,1,78,29.343833,-2.670760,-3114.404653
track,1,e+,1,79,29.506719,-2.701501,-3077.436200
track,1,e+,1,80,29.672936,-2.728361,-3041.215271
track,1,e+,1,81,30.233729,-2.827402,-2922.908998
track,1,e+,1,82,30.484859,-2.873235,-2867.577058
track,1,e+,1,83,32.749108,-3.304313,-2382.621637
track,1,e+,1,84,34.284924,-3.555451,-2083.758347
track,1,e+,1,85,34.669918,-3.613805,-2014.033717
track,1,e+,1,86,34.748077,-3.626384,-2000.000000
track,1,e+,1,87,34.769444,-3.629735,-1996.159785
track,1,e+,1,88,34.874571,-3.645951,-1977.063790
track,1,e+,1,89,34.961688,-3.659452,-1960.988765
track,1,e+,1,90,35.141864,-3.686548,-1927.340212
track,1,e+,1,91,35.275329,-3.702693,-1902.489153
track,1,e+,1,92,35.610391,-3.740062,-1840.350099
track,1,e+,1,93,36.765000,-3.849283,-1632.982057
track,1,e+,1,94,36.980410,-3.870240,-1593.904956
track,1,e+,1,95,37.250348,-3.894896,-1544.731878
track,1,e+,1,96,38.995772,-3.974239,-1235.709649
track,1,e+,1,97,39.311708,-3.990414,-1179.838086
track,1,e+,1,98,40.138322,-4.019775,-1039.717531
track,1,e+,1,99,40.379301,-4.021184,-999.184423
track,1,e+,1,100,40.348934,-4.027598,-955.524811
track,1,e+,1,101,18.070904,-4.008961,-598.377049
track,1,e+,1,102,6.505380,-3.985848,-510.558741
track,1,e+,1,103,0.438090,-3.973176,-470.621608
track,1,e+,1,104,-24.744670,-3.942178,-331.153886
track,1,e+,1,105,-98.855683,-3.904277,-36.855753
track,1,e+,1,106,-104.638501,-3.903744,-17.913635
track,1,e+,1,107,-109.317323,-3.904503,-2.881546
track,1,e+,1,108,-122.164611,-3.910097,37.151532
track,1,e+,1,109,-147.620846,-3.929899,111.734364
track,1,e+,1,110,-213.808109,-3.989145,282.798783
track,1,e+,1,111,-234.673304,-4.001420,331.388710
track,1,e+,1,112,-243.153309,-4.005330,350.537912
track,1,e+,1,113,-286.334701,-4.018365,443.289735
track,1,e+,1,114,-377.510007,-4.012032,617.785050
track,1,e+,1,115,-379.038272,-4.011552,620.503442
track,1,e+,1,116,-383.904578,-4.008754,629.113945
track,1,e+,1,117,-452.472776,-3.946327,744.410695
track,1,e+,1,118,-512.330141,-3.872104,836.955466
track,1,e+,1,119,-522.799008,-3.861295,852.455979
track,1,e+,1,120,-804.733532,-3.666589,1267.437686
track,1,e+,1,121,-978.034750,-3.552428,1522.324094
track,1,e+,1,122,-1049.093161,-3.539023,1626.876151
track,1,e+,1,123,-1061.160382,-3.535708,1644.627458
track,1,e+,1,124,-1069.038565,-3.533599,1656.218226
track,1,e+,1,125,-1249.766255,-3.437740,1922.269921
track,1,e+,1,126,-1258.195907,-3.427474,1934.688429
track,1,e+,1,127,-1362.611162,-3.299661,2088.500419
track,1,e+,1,128,-1368.187599,-3.288427,2096.712397
track,1,e+,1,129,-1368.300246,-3.288189,2096.878301
track,1,e+,1,130,-1373.876266,-3.276430,2105.090519
track,1,e+,1,131,-1534.186299,-2.913326,2341.142835
track,1,e+,1,132,-1542.864238,-2.895554,2353.918701
track,1,e+,1,133,-1644.284993,-2.686131,2503.226227
track,1,e+,1,134,-1649.865259,-2.674888,2511.435993
track,1,e+,1,135,-1649.977997,-2.674648,2511.601845
track,1,e+,1,136,-1655.558491,-2.662758,2519.811480
track,1,e+,1,137,-1705.050232,-2.558463,2592.623687
track,1,e+,1,138,-1733.058125,-2.498881,2633.818980
track,1,e+,1,139,-1896.367611,-2.039163,2873.895534
track,1,e+,1,140,-1926.236565,-1.957193,2917.791679
track,1,e+,1,141,-1931.821885,-1.940675,2925.998529
track,1,e+,1,142,-1931.934729,-1.940326,2926.164318
track,1,e+,1,143,-1937.520526,-1.923045,2934.370893
track,1,e+,1,144,-1940.504322,-1.913940,2938.755311
track,1,e+,1,145,-1948.416449,-1.890239,2950.380699
track,1,e+,1,146,-1992.517071,-1.761224,3015.178968
track,1,e+,1,147,-2047.390456,-1.618479,3095.732449
track,1,e+,1,148,-2124.715656,-1.457633,3209.123615
track,1,e+,1,149,-2208.583732,-1.288698,3332.128736
track,1,e+,1,150,-2214.176155,-1.275680,3340.331484
track,1,e+,1,151,-2214.289137,-1.275421,3340.497194
track,1,e+,1,152,-2216.934561,-1.269259,3344.377319
track,1,e+,1,153,-2219.881867,-1.262184,3348.699765
track,1,e+,1,154,-2241.588893,-1.211564,3380.537639
track,1,e+,1,155,-2245.382844,-1.202129,3386.102052
track,1,e+,1,156,-2282.820414,-1.106448,3441.020347
track,1,e+,1,157,-2300.505955,-1.060074,3466.965704
track,1,e+,1,158,-2366.101397,-0.865182,3563.189481
track,1,e+,1,159,-2430.713640,-0.658284,3657.985360
track,1,e+,1,160,-2475.609034,-0.508643,3723.855993
track,1,e+,1,161,-2490.992555,-0.456124,3746.430195
track,1,e+,1,162,-2496.582956,-0.436736,3754.634111
track,1,e+,1,163,-2496.695898,-0.436336,3754.799844
track,1,e+,1,164,-2502.286544,-0.416503,3763.003618
